year,type,province,brand,model,fuel_type,mass,power,sales,weighted_Avg_Price,market_size,market_share,province_id,brand_id,model_id,product_id,market_id,charging_stations_stock,sum_rival_mass,sum_rival_power,euclidean_mass,euclidean_power,local_mass,local_power
2019,国产新能源乘用车,云南省,宝骏,宝骏E100,纯电动,990.0434782608696,29.0,621,5.230000000000001,18130769.23076923,3.425116673737802e-05,P02,B12,M01,B12M01,P02Y2019,3702,912273.2444327835,49389.9779208917,1.5296662e+08,1.6807942e+06,174,312
2019,国产新能源乘用车,云南省,小鹏,小鹏G3,纯电动,2036.078431372549,145.0,51,18.54,18130769.23076923,2.812897751378871e-06,P02,B13,M01,B13M01,P02Y2019,3702,911227.2094796718,49273.9779208917,4.5608557e+08,4.9273595e+06,26,81
2019,国产新能源乘用车,云南省,日产,轩逸,纯电动,1940.0,80.0,11,13.735,18130769.23076923,6.067034365719134e-07,P02,B14,M01,B14M01,P02Y2019,3702,911323.2879110443,49338.9779208917,2.6840765e+08,2.006615e+06,59,266
2019,国产新能源乘用车,云南省,欧拉,欧拉iQ,纯电动,1855.0,120.0,85,13.255,18130769.23076923,4.688162918964786e-06,P02,B16,M01,B16M01,P02Y2019,3702,911408.2879110443,49298.9779208917,5.814265e+07,1.3764806e+06,291,358
2019,国产新能源乘用车,云南省,比亚迪,比亚迪S2,纯电动,1825.0,70.0,16,0.0,18130769.23076923,8.824777259227831e-07,P02,B17,M01,B17M01,P02Y2019,3702,911438.2879110443,49348.9779208917,6.890603e+07,1.0045829e+06,331,364
2019,国产新能源乘用车,云南省,江淮,江淮iEVA50,纯电动,2150.0,92.0,1,13.765,18130769.23076923,5.515485787017394e-08,P02,B18,M02,B18M02,P02Y2019,3702,911113.2879110443,49326.9779208917,5.696779e+07,1.339848e+06,348,336
2019,国产新能源乘用车,云南省,江铃新能源,易至EX5,纯电动,1905.0,60.0,8,12.93,18130769.23076923,4.412388629613916e-07,P02,B34,M01,B34M01,P02Y2019,3702,911358.2879110443,49358.9779208917,1.2316706e+08,5.2621325e+06,204,56
2019,国产新能源乘用车,云南省,沃尔沃,沃尔沃S90,插电式汽油混合动力,2620.0,65.0,11,45.63999999999999,18130769.23076923,6.067034365719134e-07,P02,B19,M01,B19M01,P02Y2019,3702,910643.2879110443,49353.9779208917,5.4517216e+07,1.2004264e+06,293,348
2019,国产新能源乘用车,云南省,沃尔沃,沃尔沃XC60,插电式汽油混合动力,2660.0,241.2631578947368,19,42.63999999999999,18130769.23076923,1.047942299533305e-06,P02,B19,M02,B19M02,P02Y2019,3702,910603.2879110443,49177.71476299696,5.854705e+07,1.3677171e+06,349,332
2019,国产新能源乘用车,云南省,猎豹,猎豹CS9,纯电动,2013.0,90.0,55,0.0,18130769.23076923,3.033517182859567e-06,P02,B20,M01,B20M01,P02Y2019,3702,911250.2879110443,49328.9779208917,5.770283e+07,758247.25,349,393
2019,国产新能源乘用车,云南省,现代,伊兰特EV,纯电动,1845.0,81.4,6,0.0,18130769.23076923,3.309291472210437e-07,P02,B21,M01,B21M01,P02Y2019,3702,911418.2879110443,49337.5779208917,7.657139e+07,1.00781725e+06,311,364
2019,国产新能源乘用车,云南省,现代,索纳塔九,插电式汽油混合动力,2230.0,60.83333333333334,6,0.0,18130769.23076923,3.309291472210437e-07,P02,B21,M02,B21M02,P02Y2019,3702,911033.2879110443,49358.14458755837,5.2589484e+07,770792.0,350,399
2019,国产新能源乘用车,云南省,现代,领动,插电式汽油混合动力,2000.0,44.5,1,0.0,18130769.23076923,5.515485787017394e-08,P02,B21,M03,B21M03,P02Y2019,3702,911263.2879110443,49374.4779208917,4.914348e+07,820106.75,351,395
2019,国产新能源乘用车,云南省,祺智,祺智EV,纯电动,2080.0,132.0,7,13.48,18130769.23076923,3.860840050912176e-07,P02,B22,M01,B22M01,P02Y2019,3702,911183.2879110443,49286.9779208917,6.0650976e+07,954949.0,284,391
2019,国产新能源乘用车,云南省,红旗,红旗E-HS3,纯电动,2196.0,114.0,2,24.58,18130769.23076923,1.103097157403479e-07,P02,B24,M01,B24M01,P02Y2019,3702,911067.2879110443,49304.9779208917,4.8244484e+07,954949.0,328,391
2019,国产新能源乘用车,云南省,荣威,荣威Ei5,纯电动,1971.373737373737,86.21212121212122,198,14.68,18130769.23076923,1.092066185829444e-05,P02,B26,M01,B26M01,P02Y2019,3702,911291.9141736706,49332.76579967958,8.380998e+07,964779.7,292,364
2019,国产新能源乘用车,云南省,蔚来,蔚来ES6,纯电动,2813.75,42.5,64,44.6,18130769.23076923,3.529910903691132e-06,P02,B27,M01,B27M01,P02Y2019,3702,910449.5379110443,49376.4779208917,5.164841e+07,817343.1,348,395
2019,国产新能源乘用车,云南省,蔚来,蔚来ES8,纯电动,3099.0,18.82352941176471,51,57.59999999999999,18130769.23076923,2.812897751378871e-06,P02,B27,M02,B27M02,P02Y2019,3702,910164.2879110443,49400.15439147994,6.177021e+07,1.3255792e+06,285,365
2019,国产新能源乘用车,云南省,起亚,起亚K5,插电式汽油混合动力,2200.0,50.0,1,18.48,18130769.23076923,5.515485787017394e-08,P02,B28,M02,B28M02,P02Y2019,3702,911063.2879110443,49368.9779208917,6.702833e+07,888955.06,334,368
2019,国产新能源乘用车,云南省,野马,野马EC30,纯电动,2290.0,107.5,4,0.0,18130769.23076923,2.206194314806958e-07,P02,B35,M01,B35M01,P02Y2019,3702,910973.2879110443,49311.4779208917,5.074764e+07,772227.75,349,399
2019,国产新能源乘用车,云南省,长安,奔奔,纯电动,1569.0625,44.0625,16,0.0,18130769.23076923,8.824777259227831e-07,P02,B29,M01,B29M01,P02Y2019,3702,911694.2254110443,49374.9154208917,5.0233772e+07,851211.75,316,396
