year,type,province,brand,model,fuel_type,mass,power,sales,weighted_Avg_Price
2019,国产新能源乘用车,吉林省,奥迪,奥迪A6L,插电式汽油混合动力,2477.0,140.0,14.0,54.235
2019,国产新能源乘用车,吉林省,宝马,宝马5系,插电式汽油混合动力,2495.0,74.03448275862068,145.0,49.95
2019,国产新能源乘用车,吉林省,宝马,宝马X1,插电式汽油混合动力,2340.0,70.0,12.0,31.94
2019,国产新能源乘用车,吉林省,宝骏,宝骏E100,纯电动,990.0,29.0,1.0,5.230000000000001
2019,国产新能源乘用车,吉林省,小鹏,小鹏G3,纯电动,2035.0,145.0,3.0,18.54
2019,国产新能源乘用车,吉林省,日产,轩逸,纯电动,1940.0,80.0,17.0,13.735
2019,国产新能源乘用车,吉林省,汉腾,汉腾X5,纯电动,1995.0,95.0,8.0,8.780000000000001
2019,国产新能源乘用车,吉林省,沃尔沃,沃尔沃S90,插电式汽油混合动力,2620.0,114.25,4.0,45.63999999999999
2019,国产新能源乘用车,吉林省,沃尔沃,沃尔沃XC60,插电式汽油混合动力,2660.0,229.16666666666666,6.0,42.63999999999999
2019,国产新能源乘用车,吉林省,猎豹,猎豹CS9,纯电动,2013.0,90.0,5.0,0.0
2019,国产新能源乘用车,吉林省,现代,伊兰特EV,纯电动,1845.0,81.4,2.0,0.0
2019,国产新能源乘用车,吉林省,祺智,祺智EV,纯电动,2080.0,132.0,1.0,13.48
2019,国产新能源乘用车,吉林省,红旗,红旗E-HS3,纯电动,2179.387755102041,97.71428571428571,49.0,24.580000000000002
2019,国产新能源乘用车,吉林省,红旗,红旗H7,插电式汽油混合动力,2460.0,55.0,230.0,23.429999999999996
2019,国产新能源乘用车,吉林省,荣威,荣威Ei5,纯电动,1967.0,85.0,10.0,14.68
2019,国产新能源乘用车,吉林省,蔚来,蔚来ES6,纯电动,2811.372549019608,43.92156862745098,51.0,44.6
2019,国产新能源乘用车,吉林省,蔚来,蔚来ES8,纯电动,3099.0,17.5609756097561,41.0,57.599999999999994
2019,国产新能源乘用车,吉林省,起亚,起亚K5,插电式汽油混合动力,2200.0,115.0,1.0,18.48
2019,国产新能源乘用车,吉林省,野马,野马EC30,纯电动,2290.0,85.0,1.0,0.0
2019,国产新能源乘用车,吉林省,长安,奔奔,纯电动,1615.0,55.0,1.0,0.0
2019,国产新能源乘用车,吉林省,长安,长安CS75,插电式汽油混合动力,2445.0,0.0,1.0,11.14
2019,国产新能源乘用车,吉林省,领克,领克01,插电式汽油混合动力,2250.0,132.0,2.0,18.635
2019,国产新能源乘用车,四川省,东南,东南DX3,纯电动,2015.0,90.0,33.0,9.59
2019,国产新能源乘用车,四川省,东风,帅客,纯电动,2310.0,60.0,12.0,0.0
2019,国产新能源乘用车,四川省,东风风行,景逸S50,纯电动,2036.0,90.0,2.0,7.49
2019,国产新能源乘用车,四川省,东风风行,菱智,纯电动,2547.5,85.0,2.0,7.990000000000001
2019,国产新能源乘用车,四川省,丰田,卡罗拉,插电式汽油混合动力,1975.0,53.0,115.0,13.48
2019,国产新能源乘用车,四川省,丰田,雷凌,插电式汽油混合动力,1975.0,53.0,63.0,13.229999999999999
2019,国产新能源乘用车,四川省,云度,云度π1,纯电动,1785.0,90.0,10.0,7.7299999999999995
